iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	tn93:kappaPur	tn93:kappaPyr	tn93:pi[A]	tn93:pi[C]	tn93:pi[G]	tn93:pi[T]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
51	-6.684738336336527E2	13	143	3.236239389475186E0	2.2237258278598977E-2	13	143	-6.684738336336527E2	-1.0691789187084849E2	149	54	1.268076188038516E0	2.496091590747072E0	1.9501417024342527E-1	2.4659238296243113E-1	3.111824208701354E-1	2.4721102592400815E-1	8.818015709128914E-3	-1.0691789187084849E2	9.322778420845774E-1	1.6277933672619038E0	9.322778420845774E-1	1.6277933672619038E0	149	1.7460388886022975E0	54	-8.07032541314583E2	-1.3855870768093027E2
52	-6.792754072566183E2	20	152	3.498463865730605E0	2.2816769016487975E-2	20	152	-6.792754072566183E2	-1.4161476414120884E2	143	48	1.5026660940579066E0	3.4952542465365846E0	1.9501412302117543E-1	2.4659232325063124E-1	3.5825211710226973E-1	2.001414366259237E-1	1.3036091753263023E-2	-1.4161476414120884E2	3.1773792736659052E0	1.9546004842159468E0	3.1773792736659052E0	1.9546004842159468E0	143	6.15161211762052E-1	48	-8.472029502546516E2	-1.6792754299803323E2
53	-6.767789541668775E2	13	144	3.328515646243435E0	3.0197847737990925E-2	13	144	-6.767789541668775E2	-1.0019360661711366E2	144	51	1.2648914362264327E0	2.473002503142862E0	2.1274622925643272E-1	2.690142955926257E-1	3.3843161461432214E-1	1.7980786053661957E-1	9.678827090257028E-2	-1.0019360661711366E2	2.3942851902740565E0	1.840188246747952E0	2.3942851902740565E0	1.840188246747952E0	144	7.685752116009701E-1	51	-8.020032628819889E2	-1.2522430871511138E2
54	-6.701775748296014E2	14	148	4.303922993492856E0	2.579440867507695E-2	14	148	-6.701775748296014E2	-1.0547570792413818E2	137	37	8.459758671564818E-1	2.5423367080384827E0	2.1274622925643272E-1	2.690142955926257E-1	3.3843161461432214E-1	1.7980786053661957E-1	3.4135490448319444E-1	-1.0547570792413818E2	1.288481308145317E0	1.705144529233565E0	1.288481308145317E0	1.705144529233565E0	137	1.3233754486419418E0	37	-8.12390640821978E2	-1.4221306599237647E2
55	-6.756545786629339E2	17	144	3.514580253347127E0	2.918549027080683E-2	17	144	-6.756545786629339E2	-1.261114692827348E2	149	59	1.3252936962370685E0	2.1664524539895655E0	1.9260091858587458E-1	2.928719599713088E-1	3.3600729551147046E-1	1.7851982593134613E-1	1.7208788022534968E-1	-1.261114692827348E2	1.5416835267328104E0	1.6555873047229388E0	1.5416835267328104E0	1.6555873047229388E0	149	1.0738827236686619E0	59	-8.284449979064566E2	-1.5279041924352268E2
56	-6.808221360374594E2	15	147	3.136816350220534E0	3.091451062100305E-2	15	147	-6.808221360374594E2	-1.072268160176653E2	138	37	1.990626233495835E0	2.48672951894553E0	1.9487290554151768E-1	2.8453043338508793E-1	3.399709536186492E-1	1.8062570745474527E-1	3.186076124675673E-2	-1.072268160176653E2	3.929874335607207E0	2.0866791402475995E0	3.929874335607207E0	2.0866791402475995E0	138	5.309785916920893E-1	37	-8.07108556361014E2	-1.262864203235547E2
57	-6.868685551037564E2	10	154	2.118356843439849E0	1.6790752428015053E-2	10	154	-6.868685551037564E2	-8.286149892774462E1	137	33	1.155868500650078E0	2.402361140316501E0	1.9487290554151768E-1	2.8453043338508793E-1	3.399709536186492E-1	1.8062570745474527E-1	1.262373705550695E-1	-8.286149892774462E1	5.293246928213588E0	1.8049392644193338E0	5.293246928213588E0	1.8049392644193338E0	137	3.409890543361598E-1	33	-7.899948964033969E2	-1.031263412996404E2
58	-6.769021531797363E2	18	149	1.9650279317971533E0	2.653983541741145E-2	18	149	-6.769021531797363E2	-1.309387342346776E2	140	43	1.5213382436150797E0	2.1024957195585063E0	2.0660678873190477E-1	2.753536669154978E-1	3.265378203137844E-1	1.9150172403881302E-1	3.544870929274426E-1	-1.309387342346776E2	1.7752973818715343E0	1.8282873857980397E0	1.7752973818715343E0	1.8282873857980397E0	140	1.0298485225447935E0	43	-8.319708502585739E2	-1.550686970788377E2
59	-6.700406131190568E2	18	146	2.2321668589812025E0	4.41593992867232E-2	18	146	-6.700406131190568E2	-1.2139767192111826E2	139	41	1.2731859517721136E0	2.3790199078463794E0	2.1269244692402742E-1	2.8346428278189956E-1	3.067008117815508E-1	1.9714245851252224E-1	5.3455067542998655E-2	-1.2139767192111826E2	2.0666418447977772E0	1.7794608149622657E0	2.0666418447977772E0	1.7794608149622657E0	139	8.610397681831452E-1	41	-8.15306034273772E2	-1.452654211547151E2
60	-6.687206845481047E2	18	150	1.9313205103473865E0	3.913067489214843E-2	18	150	-6.687206845481047E2	-1.2293343230839285E2	139	41	1.346383279036237E0	2.5860782711113472E0	1.9857809075821622E-1	3.2634475687074915E-1	2.949778460447324E-1	1.8009930632630228E-1	1.465144359531006E-2	-1.2293343230839285E2	2.179216244275473E0	1.7331090392046444E0	2.179216244275473E0	1.7331090392046444E0	139	7.952900698851267E-1	41	-8.117871766475364E2	-1.4306649209943163E2
61	-6.630992939625552E2	18	154	1.997000989753987E0	4.221795019071591E-2	18	154	-6.630992939625552E2	-1.1658332835953297E2	133	28	1.2661149476324958E0	2.374016268464876E0	1.78717560596487E-1	3.189805158009082E-1	3.162488902782477E-1	1.8605303332435721E-1	5.159055183136049E-2	-1.1658332835953297E2	3.2979590506529495E0	1.774793575415919E0	3.2979590506529495E0	1.774793575415919E0	133	5.381490637564268E-1	28	-7.982588846497883E2	-1.351595906872332E2
62	-6.820983648049031E2	17	158	1.8232832823216791E0	3.3364419725617094E-2	17	158	-6.820983648049031E2	-1.1154641966130332E2	133	28	1.5159200012042044E0	2.8581469691137826E0	1.7654314115810504E-1	3.1086383828032466E-1	3.081141457982809E-1	2.0447887476328944E-1	5.680176369265125E-2	-1.1154641966130332E2	4.948651465694705E0	2.001372121744279E0	4.948651465694705E0	2.001372121744279E0	133	4.0442777908654376E-1	28	-8.138908305812812E2	-1.317924657763781E2
63	-6.937532339479835E2	14	165	1.118883991708325E0	2.6354027696456804E-2	14	165	-6.937532339479835E2	-8.932933812688916E1	128	19	1.6583150107853584E0	3.0710193786132667E0	1.7654314115810504E-1	3.1086383828032466E-1	3.081141457982809E-1	2.0447887476328944E-1	1.396981204234951E-1	-8.932933812688916E1	2.6752850088254583E0	2.228519282055872E0	2.6752850088254583E0	2.228519282055872E0	128	8.330025678401526E-1	19	-8.084771570677281E2	-1.1472392311974451E2
64	-6.934011022981841E2	18	171	1.038726039064091E0	2.806164396040452E-2	18	171	-6.934011022981841E2	-9.641265745787217E1	128	18	1.8820674201386103E0	3.1512957858053805E0	1.877729114226292E-1	3.114553278203521E-1	3.087004034195673E-1	1.9207135733745132E-1	2.35671028442558E-1	-9.641265745787217E1	2.273985562184027E0	2.1373632069323505E0	2.273985562184027E0	2.1373632069323505E0	128	9.39919427139872E-1	18	-8.174251404875422E2	-1.2402403818935811E2
65	-6.880638213706593E2	16	166	1.051423785453312E0	3.195767717912138E-2	16	166	-6.880638213706593E2	-9.736272597701213E1	129	19	1.727332224704341E0	2.25035782594738E0	1.8471355692697927E-1	3.0638083517845727E-1	2.980040158601433E-1	2.1090159203442002E-1	1.8814081356415852E-1	-9.736272597701213E1	1.8571303772970496E0	1.8709171868347412E0	1.8571303772970496E0	1.8709171868347412E0	129	1.0074237165609006E0	19	-8.123313855670119E2	-1.2426756419635257E2
66	-6.934051415598268E2	12	170	1.6262642041101567E0	2.0780579790099958E-2	12	170	-6.934051415598268E2	-8.552559801211136E1	129	19	1.8850361483565388E0	2.488902497554424E0	2.0588178171339075E-1	2.9842591523049344E-1	2.9026659295979E-1	2.0542571009632585E-1	4.040810441057198E-2	-8.552559801211136E1	3.957197344633884E0	2.4279455008765836E0	3.957197344633884E0	2.4279455008765836E0	129	6.135517866373214E-1	19	-7.994999050915122E2	-1.0609476353168546E2
67	-6.732571558690572E2	17	160	1.731826281440932E0	2.7896173478696173E-2	17	160	-6.732571558690572E2	-1.1011263111118532E2	132	27	1.3797716829418665E0	4.753324342059021E0	2.086352201975602E-1	2.9611840970383885E-1	2.870733209657184E-1	2.0817304913288262E-1	1.2161708435734012E-2	-1.1011263111118532E2	3.492614175036194E0	2.4289631561437988E0	3.492614175036194E0	2.4289631561437988E0	132	6.954570514845452E-1	27	-8.096695453177897E2	-1.3641238944873248E2
68	-6.77246884894237E2	15	161	1.6303962636743192E0	2.9297157489029745E-2	15	161	-6.77246884894237E2	-9.728622718115767E1	130	23	1.365662628270122E0	4.8580882026978705E0	2.1023065977584232E-1	2.981892042508408E-1	2.890808620309298E-1	2.0249927394238706E-1	1.5020088372781718E-2	-9.728622718115767E1	2.9130459838704086E0	2.3169119790048267E0	2.9130459838704086E0	2.3169119790048267E0	130	7.953571594247439E-1	23	-8.050049101227594E2	-1.2775802522852236E2
69	-6.909823831798753E2	19	159	1.3768010413628184E0	3.0668684277504035E-2	19	159	-6.909823831798753E2	-1.2140537344375873E2	135	29	1.5178365944422438E0	1.8455731824020651E0	2.0119206956856475E-1	2.853689523221673E-1	3.196458936274857E-1	1.9379308448178206E-1	2.823550157293055E-2	-1.2140537344375873E2	5.3190246856127255E0	2.422496809228544E0	5.3190246856127255E0	2.422496809228544E0	135	4.554400388065663E-1	29	-8.376100267956422E2	-1.4662764361576683E2
70	-6.815375860440978E2	15	164	1.324324492483016E0	3.0130882318964717E-2	15	164	-6.815375860440978E2	-9.78847274000951E1	130	21	1.2354871788886916E0	3.9350443380539364E0	1.9102047567414762E-1	2.8900268827109404E-1	3.2371609385476796E-1	1.9626074219999046E-1	5.798493344346225E-3	-9.78847274000951E1	2.170730756307966E0	2.1515342686942276E0	2.170730756307966E0	2.1515342686942276E0	130	9.911566703710467E-1	21	-8.130279677179909E2	-1.3149038167389313E2
71	-6.908863331544641E2	15	162	1.7825619837654108E0	3.6503506864098076E-2	15	162	-6.908863331544641E2	-1.0063417834206102E2	131	24	1.2651906388978993E0	3.6859065337842263E0	2.291587363928291E-1	2.8833550616267817E-1	3.123096610842936E-1	1.701960963601992E-1	2.963049042998759E-1	-1.0063417834206102E2	5.360689966314776E0	2.2685435095826425E0	5.360689966314776E0	2.2685435095826425E0	131	4.2318125536779744E-1	24	-8.17591380139794E2	-1.2670504698532987E2
72	-6.918110421422892E2	18	162	1.7617838577299587E0	2.861159377915624E-2	18	162	-6.918110421422892E2	-1.153120361643725E2	133	28	1.6229686454030288E0	2.964641037910904E0	2.3185120701461273E-1	2.917232665063611E-1	3.042297333295824E-1	1.721957931494438E-1	3.3611071100461166E-2	-1.153120361643725E2	2.463415125763789E0	1.9864254595103943E0	2.463415125763789E0	1.9864254595103943E0	133	8.063705701630363E-1	28	-8.278954041052245E2	-1.3608436196293525E2
73	-6.844416696428036E2	17	152	1.415086703349348E0	3.336190040044418E-2	17	152	-6.844416696428036E2	-1.0607099500891515E2	131	25	1.5932665955916399E0	1.723723542890322E0	2.342617892951818E-1	2.8435923607717517E-1	3.073928430404597E-1	1.7398613158718343E-1	4.3532209945661836E-2	-1.0607099500891515E2	3.127471922964581E0	1.7850585703945063E0	3.127471922964581E0	1.7850585703945063E0	131	5.707672568655454E-1	25	-8.123304690516599E2	-1.2788879940885627E2
74	-6.97115792650137E2	17	157	1.6194064264432113E0	3.1013307333738107E-2	17	157	-6.97115792650137E2	-1.0346178031944085E2	130	21	1.5479559019007338E0	3.756300450722068E0	2.324818701040716E-1	2.844233832182833E-1	3.074621862147845E-1	1.7563256046286055E-1	2.6660012431206977E-2	-1.0346178031944085E2	4.07318766151018E0	2.3818385902030856E0	4.07318766151018E0	2.3818385902030856E0	130	5.847603371458688E-1	21	-8.227788848724642E2	-1.2566309222232725E2
75	-6.863309768384777E2	18	159	1.694726007624218E0	2.560344065737476E-2	18	159	-6.863309768384777E2	-1.0863838469306434E2	131	23	1.2524183148235255E0	3.8725143855474435E0	2.293461811467678E-1	2.805871130542602E-1	3.033151713027374E-1	1.867515344962347E-1	6.157270330700998E-1	-1.0863838469306434E2	2.8314670309781107E0	2.2291378649433002E0	2.8314670309781107E0	2.2291378649433002E0	131	7.87273113391421E-1	23	-8.215402611518205E2	-1.352092843133428E2
76	-6.697608913339814E2	25	146	1.457488432581798E0	4.575058117319744E-2	25	146	-6.697608913339814E2	-1.4336304604442728E2	137	33	1.18829179256879E0	2.247168454741776E0	2.052540726120166E-1	3.561592166181031E-1	2.7145284863085545E-1	1.6713386213902473E-1	5.255385779219122E-1	-1.4336304604442728E2	4.011398252317614E0	1.7220202943937701E0	4.011398252317614E0	1.7220202943937701E0	137	4.292818080076843E-1	33	-8.356560015774725E2	-1.658951102434911E2
77	-6.78120131728482E2	27	151	1.5709403734062921E0	3.929034963364777E-2	27	151	-6.78120131728482E2	-1.546600998067389E2	140	39	1.7370339181127834E0	2.3302571279308264E0	2.2417808623263136E-1	2.906774475829124E-1	3.002686677671913E-1	1.8487579841726492E-1	5.882701673765814E-1	-1.546600998067389E2	4.343015005526141E0	2.1215639498107506E0	4.343015005526141E0	2.1215639498107506E0	140	4.885002577958467E-1	39	-8.564763603024969E2	-1.7835622857401492E2
78	-6.65955662920352E2	27	148	1.4278020996800111E0	5.135936061744025E-2	27	148	-6.65955662920352E2	-1.544554157082897E2	140	43	1.143423958986248E0	2.227494273684799E0	2.2746345881203633E-1	2.804854671275693E-1	3.045433490018524E-1	1.875077250585421E-1	6.623506462498244E-1	-1.544554157082897E2	2.7191172198365834E0	1.7239067279929918E0	2.7191172198365834E0	1.7239067279929918E0	140	6.339950022811437E-1	43	-8.438988042379169E2	-1.779431413175649E2
79	-6.80604813949169E2	25	158	1.4022474717266231E0	4.5920966068297216E-2	25	158	-6.80604813949169E2	-1.4483713697971368E2	136	35	8.631524908690524E-1	3.3921626157809315E0	2.2032618378293908E-1	2.7168448462686556E-1	3.2636516343706845E-1	1.8162416815312696E-1	5.037743583825208E-1	-1.4483713697971368E2	3.4203276839992727E0	1.6565251762712139E0	3.4203276839992727E0	1.6565251762712139E0	136	4.843176821977172E-1	35	-8.535504441467895E2	-1.729456301976204E2
80	-6.749236551682474E2	22	154	1.641561247186241E0	5.2283350422728525E-2	22	154	-6.749236551682474E2	-1.386922419133352E2	138	39	1.9321184970963254E0	3.2545473788887196E0	2.2144944789144722E-1	2.730695829623432E-1	3.229308470014996E-1	1.8255012214470995E-1	1.1242469351352575E0	-1.386922419133352E2	2.764457232672976E0	1.8695652803885727E0	2.764457232672976E0	1.8695652803885727E0	138	6.762865629796251E-1	39	-8.368981169360145E2	-1.619744617677672E2
81	-6.786602274632722E2	15	155	1.7611518082473787E0	5.310681744547055E-2	15	155	-6.786602274632722E2	-1.1343651949546178E2	137	33	1.5017963255272126E0	2.840820816137068E0	2.337991247725098E-1	2.8829798451286115E-1	2.851724089232752E-1	1.927304817913539E-1	3.969676238909437E-3	-1.1343651949546178E2	2.0044100298412775E0	1.6408280095713301E0	2.0044100298412775E0	1.6408280095713301E0	137	8.186089598151042E-1	33	-8.144473676722203E2	-1.3578714020894796E2
82	-6.862841314661865E2	15	157	1.7444539505507173E0	3.991610019081203E-2	15	157	-6.862841314661865E2	-1.0349714176282924E2	133	28	1.389999800478006E0	1.987974537791039E0	2.411548251098173E-1	2.8553025916760266E-1	2.824346898050545E-1	1.9088022591752554E-1	2.110714390080151E-2	-1.0349714176282924E2	1.458069530281725E0	2.030855922697229E0	1.458069530281725E0	2.030855922697229E0	133	1.3928388739491946E0	28	-8.147831709572944E2	-1.2849903949110788E2
83	-6.792509375927177E2	19	156	1.1952758751739108E0	3.1763545711331095E-2	19	156	-6.792509375927177E2	-1.1389832509294435E2	132	26	1.1121920325591328E0	3.0714487901481955E0	2.4387491076502915E-1	2.887508738152135E-1	2.8562038823726743E-1	1.8175382718248986E-1	6.1609904874712754E-2	-1.1389832509294435E2	4.648463752112892E0	1.8395766000243388E0	4.648463752112892E0	1.8395766000243388E0	132	3.957386134694899E-1	26	-8.163383960328182E2	-1.370874584401005E2
84	-6.907550906792334E2	18	165	1.3739322129082503E0	3.339865750267338E-2	18	165	-6.907550906792334E2	-1.1843499609183262E2	132	26	1.3279286338402831E0	3.089053710244433E0	2.4387491076502915E-1	2.887508738152135E-1	2.8562038823726743E-1	1.8175382718248986E-1	5.0250336283287074E-2	-1.1843499609183262E2	1.981923501232868E0	1.7696472581536047E0	1.981923501232868E0	1.7696472581536047E0	132	8.928938261505979E-1	26	-8.352945450273861E2	-1.445394543481527E2
85	-6.812075308898486E2	15	159	1.9062189348880958E0	4.015211701144961E-2	15	159	-6.812075308898486E2	-1.0597848045401251E2	133	30	1.1891593994949836E0	2.775149477773268E0	2.489138684822908E-1	2.9208695487208114E-1	2.91521893459763E-1	1.6747728318586508E-1	3.273351137023877E-2	-1.0597848045401251E2	3.133585141499496E0	1.9466747670790094E0	3.133585141499496E0	1.9466747670790094E0	133	6.212292563231515E-1	30	-8.12949692208238E2	-1.317421613183895E2
86	-6.777640055277307E2	16	147	1.897543572787618E0	3.3401577030543174E-2	16	147	-6.777640055277307E2	-1.1788520058945755E2	141	45	9.637204101502193E-1	2.6168099217433256E0	2.4360985558004222E-1	2.8586298275407024E-1	3.0661858952158744E-1	1.6390857214430027E-1	1.7636483309673368E-2	-1.1788520058945755E2	1.9769093469122536E0	1.4372374461736188E0	1.9769093469122536E0	1.4372374461736188E0	141	7.270123176960281E-1	45	-8.212416704661325E2	-1.4347766493840192E2
87	-6.692511942694185E2	16	140	2.868690248779587E0	3.0314524120956924E-2	16	140	-6.692511942694185E2	-1.1880106848216565E2	143	46	1.0647862060291768E0	2.314952764292885E0	2.4164544805217525E-1	2.916216008907055E-1	3.041460956891601E-1	1.625868553679591E-1	3.71358130037981E-2	-1.1880106848216565E2	5.925854162275675E0	1.696702161533481E0	5.925854162275675E0	1.696702161533481E0	143	2.863219571508836E-1	46	-8.079774685747183E2	-1.387262743052997E2
88	-6.684361917101844E2	19	139	3.3276649850075373E0	4.5762536889556914E-2	19	139	-6.684361917101844E2	-1.3976151484562337E2	143	48	1.3228890782310192E0	2.155370280632166E0	2.4164544805217525E-1	2.916216008907055E-1	3.041460956891601E-1	1.625868553679591E-1	7.15003765919044E-2	-1.3976151484562337E2	1.7394496386190195E0	1.7299344547255793E0	1.7394496386190195E0	1.7299344547255793E0	143	9.945297732787513E-1	48	-8.30213968394248E2	-1.6177777668406355E2
89	-6.739434059881619E2	16	145	2.5631365359528795E0	2.8644664989041137E-2	16	145	-6.739434059881619E2	-1.1655197739807166E2	145	45	1.8139823506908932E0	2.418230119148964E0	1.8367847649632718E-1	3.2554552729648034E-1	3.198137238142163E-1	1.7096227239297623E-1	1.0562362856154801E-1	-1.1655197739807166E2	2.4665412933254878E0	1.879181542423524E0	2.4665412933254878E0	1.879181542423524E0	145	7.61869078579235E-1	45	-8.092744944855224E2	-1.3533108849736055E2
90	-6.781763415632432E2	12	143	3.03562254331038E0	3.42297252571011E-2	12	143	-6.781763415632432E2	-9.320534652527928E1	141	36	1.92579732723226E0	2.448190956719077E0	1.975823595980482E-1	2.611640856432326E-1	3.440226170664851E-1	1.972309376922341E-1	1.4031436478764201E-2	-9.320534652527928E1	3.692169496306832E0	1.5868213126777317E0	3.692169496306832E0	1.5868213126777317E0	141	4.297801913658033E-1	36	-7.870515622671014E2	-1.0887522070385822E2
91	-6.720417041284092E2	16	144	2.796418119437127E0	2.045948326661724E-2	16	144	-6.720417041284092E2	-1.2086172275816449E2	146	49	1.8970709683205864E0	2.1573525233746436E0	1.721193130174221E-1	3.5328074105763974E-1	3.0165735452674064E-1	1.7294259139819762E-1	4.7112751479023204E-2	-1.2086172275816449E2	2.4232932639439526E0	1.6451163704643272E0	2.4232932639439526E0	1.6451163704643272E0	146	6.78876302320451E-1	49	-8.084525984803538E2	-1.3641089435194462E2
92	-6.874750691868755E2	12	159	3.0779848081850223E0	2.7477029717054357E-2	12	159	-6.874750691868755E2	-9.227551211335735E1	139	35	2.1005935728119587E0	2.7205799647834015E0	1.813411282588671E-1	3.186307914703613E-1	3.178195639900511E-1	1.8220851628072063E-1	2.9110528531386655E-4	-9.227551211335735E1	2.1560149706416483E0	2.090034910663804E0	2.1560149706416483E0	2.090034910663804E0	139	9.693972162177482E-1	35	-8.064056429360652E2	-1.1893057374918969E2
93	-6.874966884381149E2	13	155	3.0792257669438405E0	2.56429546299228E-2	13	155	-6.874966884381149E2	-1.0265224191485738E2	138	38	1.350759552863701E0	2.5374866702631893E0	1.820442649477287E-1	3.159888332241665E-1	3.1905188562621295E-1	1.8291501620189196E-1	3.676226448348468E-4	-1.0265224191485738E2	1.9367991172783994E0	1.9652711877319344E0	1.9367991172783994E0	1.9652711877319344E0	138	1.0147005800444313E0	38	-8.170723044319147E2	-1.295756159937998E2
94	-6.924958460458097E2	10	157	2.314693062090571E0	1.88167914317698E-2	10	157	-6.924958460458097E2	-7.320606373001385E1	131	19	1.0090958167173438E0	1.5756999073602804E0	1.9397767334793548E-1	3.1002798978469265E-1	3.1525570283844934E-1	1.8073863402892268E-1	3.5704464098205096E-4	-7.320606373001385E1	3.324918893180456E0	1.7350576757650098E0	3.324918893180456E0	1.7350576757650098E0	131	5.218345864988417E-1	19	-7.936284740389509E2	-1.0113262799314124E2
95	-6.93166715281263E2	15	159	1.3797003181107754E0	2.1624031399448292E-2	15	159	-6.93166715281263E2	-9.179546238147762E1	132	19	1.5577461813638447E0	2.162725656137381E0	1.9156135089238313E-1	3.1315252944741867E-1	3.167988932930562E-1	1.7848722636714195E-1	1.0363804491183982E-1	-9.179546238147762E1	2.9446052324980863E0	2.10834038759245E0	2.9446052324980863E0	2.10834038759245E0	132	7.160010327781077E-1	19	-8.059045424370943E2	-1.1273782715583123E2
96	-6.941285933122126E2	18	168	1.3126128150806569E0	4.207650481590083E-2	18	168	-6.941285933122126E2	-1.0972503000794661E2	135	27	1.402584768099236E0	2.250951772694422E0	1.9618752148402085E-1	2.965652922285906E-1	3.244495269766694E-1	1.8279765931071904E-1	2.4374522594189603E-2	-1.0972503000794661E2	2.600753583390565E0	2.19797587332954E0	2.600753583390565E0	2.19797587332954E0	135	8.451303835037192E-1	27	-8.252676913530327E2	-1.3113909804082002E2
97	-6.982821425118965E2	12	167	1.3116213141685866E0	3.69823737222329E-2	12	167	-6.982821425118965E2	-7.729046151533935E1	129	15	9.932388793311467E-1	2.306056670762163E0	1.8938749821909143E-1	2.794572271098259E-1	3.1337826190580065E-1	2.177770127652821E-1	6.007358611154798E-3	-7.729046151533935E1	2.714037009794448E0	2.093540038753621E0	2.714037009794448E0	2.093540038753621E0	129	7.713749043209174E-1	15	-7.972817606580763E2	-9.899961814617983E1
98	-7.005145374044533E2	18	165	1.4097052705163882E0	1.769191439308636E-2	18	165	-7.005145374044533E2	-1.1339824882265479E2	133	24	1.4332976277135623E0	2.1668702681039886E0	1.9922927762747125E-1	2.800337924275373E-1	2.9499476452007983E-1	2.2574216542491166E-1	4.192735819633353E-2	-1.1339824882265479E2	1.5501098976728633E0	2.2811365260390915E0	1.5501098976728633E0	2.2811365260390915E0	133	1.4715966458014997E0	24	-8.354874609232612E2	-1.3497292351880787E2
